segmentnr	original	analyzed	translated
['T27n1545_187:0936c02_0']	阿毘達磨大毘婆沙論卷第一百	阿毘達磨大毘婆沙論卷第一百	Abhidharma-mahāvibhāṣā-śāstra, fascicle 108
['T27n1545_187:0936c03_0']	八十七	八十七	eighty-seven
['T27n1545_187:0936c05_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by five hundred great arhats and others
['T27n1545_187:0936c08_4']	三藏法師玄奘奉　詔譯8 見蘊1 念住納息1見蘊第八中念住納息第一之一有四念住。	三藏法師玄奘奉　詔譯8 見蘊1 念住納息1見蘊第八中念住納息第一之一有四念住。	tripiṭaka master Xuanzang respectfully received
['T27n1545_187:0936c08_12']	謂身受心法念住。	謂身受心法念住。	namely, the mindfulness of body, feelings, mind, and dharmas.
['T27n1545_187:0936c08_17']	如是等章。	如是等章。	Such chapters,
['T27n1545_187:0936c09_7']	及解章義既領會已。	及解章義既領會已。	and having understood the meaning of the chapters,
['T27n1545_187:0936c09_12']	應廣分別。	應廣分別。	one should extensively distinguish them.
['T27n1545_187:0936c10_1']	問何故作此論。	問何故作此論。	Question: Why is this treatise composed?
['T27n1545_187:0936c10_11']	答為欲解釋契經義故。	答為欲解釋契經義故。	Answer: In order to explain the meaning of the sūtras.
['T27n1545_187:0936c10_16']	如契經說。	如契經說。	As the sūtras say:
['T27n1545_187:0936c11_3']	有四念住。	有四念住。	There are four kinds of mindfulness,
['T27n1545_187:0936c11_8']	謂身念住。	謂身念住。	namely, mindfulness of the body,
['T27n1545_187:0936c11_14']	乃至法念住。	乃至法念住。	up to mindfulness of dharmas.
['T27n1545_187:0936c12_4']	雖作是說而不分別。	雖作是說而不分別。	Although it is said like this, it is not distinguished.
['T27n1545_187:0936c12_13']	若修身念住彼受耶。	若修身念住彼受耶。	If one cultivates mindfulness of the body, do they also cultivate feelings,
['T27n1545_187:0936c12_18']	乃至廣說。	乃至廣說。	and so on at length.
['T27n1545_187:0936c13_9']	彼經是此論所依根本。	彼經是此論所依根本。	That sūtra is the basis of this treatise.
['T27n1545_187:0936c13_16']	彼所不分別者。	彼所不分別者。	What it does not distinguish,
['T27n1545_187:0936c14_7']	今盡應說故作斯論。	今盡應說故作斯論。	should all be explained now, so this treatise is composed.
['T27n1545_187:0936c14_16']	然佛說有三種念住。	然佛說有三種念住。	However, the Buddha spoke of three kinds of mindfulness:
['T27n1545_187:0936c15_4']	一自性念住。	一自性念住。	1. Mindfulness of intrinsic nature,
['T27n1545_187:0936c15_10']	二相雜念住。	二相雜念住。	2. Mindfulness of association,
['T27n1545_187:0936c15_16']	三所緣念住。	三所緣念住。	3. Mindfulness of objects.
['T27n1545_187:0936c16_7']	於何處說自性念住耶。	於何處說自性念住耶。	Where is self-nature mindfulness taught?
['T27n1545_187:0936c16_13']	答如契經說。	答如契經說。	The answer is as in the sutra:
['T27n1545_187:0936c17_10']	有一趣道能令有情清淨超滅憂苦。	有一趣道能令有情清淨超滅憂苦。	There is one path that can purify sentient beings, transcend sorrow and extinction,
['T27n1545_187:0936c17_15']	謂四念住。	謂四念住。	namely the four establishments of mindfulness.
['T27n1545_187:0936c18_1']	何等為四。	何等為四。	What are the four?
['T27n1545_187:0936c18_10']	謂於身循身觀念住。	謂於身循身觀念住。	It is mindfulness of the body in observing the body,
['T27n1545_187:0936c19_2']	乃至於法循法觀念住。	乃至於法循法觀念住。	up to mindfulness of phenomena in observing phenomena.
['T27n1545_187:0936c19_12']	復何處說相雜念住耶。	復何處說相雜念住耶。	Where is mixed mindfulness taught?
['T27n1545_187:0936c19_18']	答如契經說。	答如契經說。	The answer is as in the sutra:
['T27n1545_187:0936c20_3']	若有說。	若有說。	If there is someone who says:
['T27n1545_187:0936c20_12']	善法聚者即四念住。	善法聚者即四念住。	The aggregate of wholesome dharmas is precisely the four establishments of mindfulness,
['T27n1545_187:0936c20_17']	是為正說。	是為正說。	this is the correct teaching.
['T27n1545_187:0936c21_3']	所以者何。	所以者何。	Why is it so?
['T27n1545_187:0936c21_16']	淳具圓滿善法聚者唯四念住。	淳具圓滿善法聚者唯四念住。	Because the aggregate of wholesome dharmas that is pure and complete is precisely the four establishments of mindfulness.
['T27n1545_187:0936c22_2']	何等為四。	何等為四。	What are the four?
['T27n1545_187:0936c22_9']	謂於身循身觀。	謂於身循身觀。	It is observing the body in mindfulness of the body,
