segmentnr	original	analyzed	folio	translated
['ZH_T46_1912_05c:0292b20_0']	唐毘陵沙門湛然述	唐毘陵沙門湛然述	05c	Compiled by Monk Zhanran of Piling in the Tang Dynasty
['ZH_T46_1912_05c:0292b21_0', 'ZH_T46_1912_05c:0292b22_0']	一觀心下正解十法中。初釋境者。問。前🔽引諸文廣明境竟。此中秖應明能觀觀。何	一觀心下正解十法中。初釋境者。問。前 引諸文廣明境竟。此中秖應明能觀觀。何	05c	1. Contemplating the Mind - Correctly Explaining the Ten Dharmas. The first is explaining the object. Question:🔽Previously, various texts have been cited to extensively clarify the object. Here, it should only clarify the contemplation that can contemplate. Why
['ZH_T46_1912_05c:0292b23_7']	故復明不思議境。	故復明不思議境。	05c	Is the inconceivable object also explained again?
['ZH_T46_1912_05c:0292b23_9']	答。	答。	05c	Answer:
['ZH_T46_1912_05c:0292b23_18']	前雖示體但直指心。	前雖示體但直指心。	05c	Although the essence was shown before, it only directly points to the mind.
['ZH_T46_1912_05c:0292b24_7']	心為一切法之本。	心為一切法之本。	05c	The mind is the basis of all dharmas.
['ZH_T46_1912_05c:0292b24_13']	故示體是心。	故示體是心。	05c	Therefore, the essence is shown to be the mind.
['ZH_T46_1912_05c:0292b25_4']	然未委示不思議相。	然未委示不思議相。	05c	However, the inconceivable characteristics have not yet been fully shown.
['ZH_T46_1912_05c:0292b25_9']	猶恐人迷。	猶恐人迷。	05c	People may still be confused.
['ZH_T46_1912_05c:0292b26_4']	如匠造物有能有所能所似殊。	如匠造物有能有所能所似殊。	05c	It is like a craftsman creating things, with abilities and limitations, and similarities and differences.
['ZH_T46_1912_05c:0292b26_17']	是故今文妙觀觀之令成妙境。	是故今文妙觀觀之令成妙境。	05c	Therefore, the wonderful contemplation in this text contemplates it to form a wonderful object.
['ZH_T46_1912_05c:0292b27_4']	境方稱理。	境方稱理。	05c	The object then accords with principle.
['ZH_T46_1912_05c:0292b27_13']	復以所觀顯於能觀。	復以所觀顯於能觀。	05c	It also uses the contemplated to reveal the contemplator.
['ZH_T46_1912_05c:0292b28_12']	妙境義成妙觀斯立為是義故復明於境。	妙境義成妙觀斯立為是義故復明於境。	05c	The meaning of the wonderful object is accomplished, and the wonderful contemplation is established. For this meaning, the object is explained again.
['ZH_T46_1912_05c:0292b29_5']	又為知妙境為九乘本。	又為知妙境為九乘本。	05c	Moreover, it is to know that the wonderful object is the basis of the nine vehicles.
