segmentnr	original	analyzed	folio	translated
['ZH_T19_0974E_001:0389a04_0', 'ZH_T19_0974E_001:0389a06_0', 'ZH_T19_0974E_001:0389a07_0', 'ZH_T19_0974E_001:0389b06_5_0']	佛頂尊勝陀羅尼真言🔽那上慕薄誐嚩無我反帝一怛𡃤力界反二合彈舌路迦吉耶🔽反鉢囉二合彈舌底丁以反下同尾始瑟吒二合耶二母馱🔽耶三薄誐嚩帝四怛儞野二合他五唵引六尾戍馱	佛頂尊勝陀羅尼真言 那上慕薄誐嚩無我反帝一怛𡃤力界反二合彈舌路迦吉耶 反鉢囉二合彈舌底丁以反下同尾始瑟吒二合耶二母馱 耶三薄誐嚩帝四怛儞野二合他五唵引六尾戍馱	001	The mantra of the Buddha's crown, the supreme dhāraṇī
['ZH_T19_0974E_001:0389b06_5_1', 'ZH_T19_0974E_001:0389b06_5_2', 'ZH_T19_0974E_001:0389b06_5_3', 'ZH_T19_0974E_001:0389b06_5_4']	耶七娑上麼娑上漫多八嚩婆去娑九塞頗二合羅🔽拏十誐底誐訶那十一娑嚩婆嚩尾󰡊提十二阿鼻🔽詵去者𤚥牟含反十三素誐多嚩囉嚩者那引十四🔽阿蜜哩二合彈多鼻曬罽十五阿訶羅十六阿訶羅	耶七娑上麼娑上漫多八嚩婆去娑九塞頗二合羅 拏十誐底誐訶那十一娑嚩婆嚩尾󰡊提十二阿鼻 詵去者𤚥牟含反十三素誐多嚩囉嚩者那引十四 阿蜜哩二合彈多鼻曬罽十五阿訶羅十六阿訶羅	001	Namu bhagavate | Tadyathā | Roddhe | Buddhe | Mātā | Bhikṣuṇī | Tārā | Oṃ | Viśuddhe | Somasamandā | Vapuṣe | Sparśanā | Gati-ākhyāne | Sarva-bhavāni-bhāṇḍe | Abhiṣiñca | Sūca-varāṇām |
['ZH_T19_0974E_001:0389b06_5_5']	十七阿庾散陀羅尼十八戍馱那十九戍馱耶二十	十七阿庾散陀羅尼十八戍馱那十九戍馱耶二十	001	Amṛta-pūrṇa-pātre | Āhara | Āhara | Āyuḥ-saṃdhāraṇī | Viśuddhe | Viśuddhe |
['ZH_T19_0974E_001:0389b06_5_6', 'ZH_T19_0974E_001:0389b06_5_7', 'ZH_T19_0974E_001:0389b06_5_8', 'ZH_T19_0974E_001:0389b06_5_9', 'ZH_T19_0974E_001:0389b06_5_10', 'ZH_T19_0974E_001:0389b06_5_11']	誐誐那尾󰡊提二十一鄔瑟抳二合沙惹耶惹耶尾🔽󰡊提二十二娑賀薩囉二合彈曷囉濕弭二合散注🔽儞帝二十三薩婆怛他去誐多地瑟吒二合那地瑟🔽恥二合多母捺嚟二合二十四嚩日羅二合彈迦去🔽耶僧去訶多那尾󰡊提二十五薩婆去嚩囉拏尾󰡊🔽提二十六鉢囉二合底儞嚩多耶阿去庾󰡊提二十	誐誐那尾󰡊提二十一鄔瑟抳二合沙惹耶惹耶尾 󰡊提二十二娑賀薩囉二合彈曷囉濕弭二合散注 儞帝二十三薩婆怛他去誐多地瑟吒二合那地瑟 恥二合多母捺嚟二合二十四嚩日羅二合彈迦去 耶僧去訶多那尾󰡊提二十五薩婆去嚩囉拏尾󰡊 提二十六鉢囉二合底儞嚩多耶阿去庾󰡊提二十	001	Gagana-vijayā 21 Uṣṇīṣa-jaya jaya vijayā 22 Saha sarva-durgati-pariśodhani 23 Sarva-tathāgata-dṛṣṭa-nādhi-🔽mūtra 24 Vajra-dāka-🔽yaka-saṃgha-nātha vijayā 25 Sarva-vara-nātha vijayā 26 Pṛthivī-🔽vajra-tāyini āyuḥ-vijayā 27
['ZH_T19_0974E_001:0389b06_5_12', 'ZH_T19_0974E_001:0389b06_5_13', 'ZH_T19_0974E_001:0389b06_5_14']	七娑麼耶地瑟恥帝二十八麼儞麼儞二十九多他🔽去多步多句胝跛上哩󰡊提三十尾塞普二合吒母🔽地󰡊提三十一惹耶惹耶三十二尾惹耶三十三尾	七娑麼耶地瑟恥帝二十八麼儞麼儞二十九多他🔽去多步多句胝跛上哩󰡊提三十尾塞普二合吒母🔽地󰡊提三十一惹耶惹耶三十二尾惹耶三十三尾	001	Gagana-vijayā twenty-one Usnīṣa-jaya jaya vijayā twenty-two Saha-sarva-dharmasthiti-pracārinī twenty-three Sarva-tathāgata-dharmasthiti-vicāraṇi-mudrikā twenty-four Vajra-dharmakāya-jñāna-vijayā twenty-five Sarva-pāramitā-vijayā twenty-six Prajñā-pāramitā-āyuḥ-vijayā twenty-seven Samaya-dharitā-mini-mini twenty-nine Tathāgata-koṭi-pramukhi-vijayā thirty Vajra-sattva-bhūmi-vijayā thirty-one Jaya jaya thirty-two Vijaya thirty-three
['ZH_T19_0974E_001:0389b06_5_15', 'ZH_T19_0974E_001:0389b06_5_16']	惹耶三十四塞麼二合囉三十六薩婆母馱地瑟恥🔽二合多󰡊提三十七嚩日㘑二合嚩日囉二合彈誐	惹耶三十四塞麼二合囉三十六薩婆母馱地瑟恥 二合多󰡊提三十七嚩日㘑二合嚩日囉二合彈誐	001	Jāyate sarva-buddhānāṃ bodhicittaṃ mahā-sukhaṃ🔽Vajra-vajra-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-sphoṭa-spho
['ZH_T19_0974E_001:0389b06_5_17']	陛三十八嚩日㘕二合婆嚩都三十九麼麼寫四十	陛三十八嚩日㘕二合婆嚩都三十九麼麼寫四十	001	Jāta 34 Saṃvara 36 Sarva-mātṛ-devatā-pūjā 37 Vajra-vajra-sphoṭa 38 Vajra-vajra-bhava 39 Mama-kṣaya 40
['ZH_T19_0974E_001:0389b06_5_18']	薩婆薩埵去南去引者四十一迦那尾󰡊提四十二	薩婆薩埵去南去引者四十一迦那尾󰡊提四十二	001	Sarva-sattvānām 41 Karuṇa-pūjā 42
['ZH_T19_0974E_001:0389b06_5_19']	薩婆誐底跛去哩󰡊提四十三薩婆怛他去誐多四	薩婆誐底跛去哩󰡊提四十三薩婆怛他去誐多四	001	Sarva-pāpa-pariśodhana 43 Sarva-tathāgata 4
['ZH_T19_0974E_001:0389b06_5_20']	十四娑麼濕嚩娑地瑟恥帝四十五母地野二合四	十四娑麼濕嚩娑地瑟恥帝四十五母地野二合四	001	4 Samaya-sattvānugata 45 Bodhaya 46
