segmentnr	original	analyzed	folio	translated
['ZH_T45_1887B_02a:0743a18_0', 'ZH_T45_1887B_02a:0743a19_0']	文云。三釋文下意文。有七言三十句。此中大🔽分有三。初十八句約自利行。次四句明利他	文云。三釋文下意文。有七言三十句。此中大 分有三。初十八句約自利行。次四句明利他	02a	The text says: The meaning of the text below the three explanations. There are seven characters and thirty phrases. This is divided into three parts. The first eighteen phrases are about one's own benefiting practice. The next four phrases clarify benefiting others.🔽🔽
['ZH_T45_1887B_02a:0743a20_0', 'ZH_T45_1887B_02a:0743a21_4']	行。次八句辨行者修行方便及得利益。就初🔽門中有二。	行。次八句辨行者修行方便及得利益。就初 門中有二。	02a	The text says: The meaning of the text below the three explanations has seven characters and thirty phrases. This is divided into three parts. The first eighteen phrases are about one's own benefiting practices. The next four phrases clarify benefiting others' practices. The next eight phrases discuss the practitioner's cultivation methods and the benefits obtained. In the first part, there are two.
['ZH_T45_1887B_02a:0743a21_12']	初四句現示證分。	初四句現示證分。	02a	The first four phrases demonstrate the stage of realization.
['ZH_T45_1887B_02a:0743a22_3']	二次十四句現緣起分。	二次十四句現緣起分。	02a	The second fourteen phrases demonstrate the stage of dependent origination.
['ZH_T45_1887B_02a:0743a22_13']	此中初二句指緣起體。	此中初二句指緣起體。	02a	In this, the first two phrases point to the essence of dependent origination.
['ZH_T45_1887B_02a:0743a23_5']	二次二句約陀羅尼理用。	二次二句約陀羅尼理用。	02a	The second two phrases use the principle and function of dhāraṇī
['ZH_T45_1887B_02a:0743a23_12']	以辨攝法分齊。	以辨攝法分齊。	02a	to distinguish the scope of the Dharma included.
['ZH_T45_1887B_02a:0743a24_1']	三次二句即事法。	三次二句即事法。	02a	The third two phrases are about the Dharma of phenomena.
['ZH_T45_1887B_02a:0743a24_7']	明攝法分齊。	明攝法分齊。	02a	It clarifies the scope of the Dharma included.
['ZH_T45_1887B_02a:0743a25_1']	四次四句約世時示攝法分齊。	四次四句約世時示攝法分齊。	02a	The fourth four phrases use the passage of time to show the scope of the Dharma included.
['ZH_T45_1887B_02a:0743a25_8']	五次二句約位。	五次二句約位。	02a	The fifth two phrases are about stages.
['ZH_T45_1887B_02a:0743a25_15']	以彰攝法分齊。	以彰攝法分齊。	02a	It shows the scope of the Dharma included.
['ZH_T45_1887B_02a:0743a26_4']	六次二句總論上意。	六次二句總論上意。	02a	The sixth two phrases discuss the meaning above in general.
['ZH_T45_1887B_02a:0743a26_10']	雖六門不同。	雖六門不同。	02a	Although the six approaches are different,
['ZH_T45_1887B_02a:0743a27_1']	而唯現緣起陀羅尼法。	而唯現緣起陀羅尼法。	02a	they only manifest the Dharma of dependent origination and dhāraṇī.
