segmentnr	original	analyzed	folio	translated
['ZH_T45_1887B_01b:0731a06_0']	文云。將欲釋文。二門分別。一惣釋印意。二	文云。將欲釋文。二門分別。一惣釋印意。二	01b	The text says: I will now explain the text. There are two aspects to be distinguished. First, a general explanation of the meaning of the seal. Second,
['ZH_T45_1887B_01b:0731a07_0']	別解印相。問何故依印　答欲表釋迦如來教	別解印相。問何故依印　答欲表釋迦如來教	01b	the specific explanation of the seal's appearance. Question: Why is it based on the seal? Answer: It is to show that the teachings of Shakyamuni Buddha
['ZH_T45_1887B_01b:0731a08_0']	網所攝三種世間。從海印三昧繁出現現故。	網所攝三種世間。從海印三昧繁出現現故。	01b	are included in the three kinds of worlds, which appear profusely from the samadhi of the ocean seal.
['ZH_T45_1887B_01b:0731a09_6']	所謂三種世間。	所謂三種世間。	01b	The so-called three kinds of worlds are:
['ZH_T45_1887B_01b:0731a09_11']	一器世間。	一器世間。	01b	First, the world of the vessel;
['ZH_T45_1887B_01b:0731a09_17']	二眾生世間。	二眾生世間。	01b	second, the world of sentient beings;
['ZH_T45_1887B_01b:0731a10_4']	三智正覺世間。	三智正覺世間。	01b	third, the world of wisdom and right enlightenment.
['ZH_T45_1887B_01b:0731a10_9']	智正覺者。	智正覺者。	01b	As for wisdom and right enlightenment,
['ZH_T45_1887B_01b:0731a10_14']	佛菩薩也。	佛菩薩也。	01b	it refers to Buddhas and Bodhisattvas.
['ZH_T45_1887B_01b:0731a11_3']	三種世間攝法盡故。	三種世間攝法盡故。	01b	Because the three kinds of worlds encompass all phenomena,
['ZH_T45_1887B_01b:0731a11_8']	不論餘者。	不論餘者。	01b	other [worlds] are not discussed.
['ZH_T45_1887B_01b:0731a11_12']	廣義者。	廣義者。	01b	As for the extensive meaning,
['ZH_T45_1887B_01b:0731a11_18']	如花嚴經說。	如花嚴經說。	01b	it is as explained in the Flower Ornament Sutra.
['ZH_T45_1887B_01b:0731a12_6']	第二別相門中。	第二別相門中。	01b	In the second section on specific characteristics,
['ZH_T45_1887B_01b:0731a12_11', 'ZH_T45_1887B_01b:0731a12_17']	三門分別。🔽一說印文相。	三門分別。 一說印文相。	01b	there are three aspects to be distinguished.🔽First, the appearance of the seal's pattern;
['ZH_T45_1887B_01b:0731a13_2']	二明字相。	二明字相。	01b	second, clarifying the appearance of the characters;
['ZH_T45_1887B_01b:0731a13_8']	三釋文下意。	三釋文下意。	01b	third, explaining the meaning below the text.
['ZH_T45_1887B_01b:0731a13_19']	一問何故印文唯有一道。	一問何故印文唯有一道。	01b	First, why is the seal pattern only one line?
['ZH_T45_1887B_01b:0731a14_7']	答表如來一音故。	答表如來一音故。	01b	The answer is to show that the Tathagata has one voice,
['ZH_T45_1887B_01b:0731a14_15']	所謂一善巧方便。	所謂一善巧方便。	01b	namely, one skillful means.
['ZH_T45_1887B_01b:0731a15_5']	何故多有盤迴屈曲。	何故多有盤迴屈曲。	01b	Why are there many twists and turns?
['ZH_T45_1887B_01b:0731a15_15']	以隨眾生機欲不同故。	以隨眾生機欲不同故。	01b	Because it accords with the different capacities and desires of sentient beings.
['ZH_T45_1887B_01b:0731a16_5']	即是義當三乘教。	即是義當三乘教。	01b	This corresponds to the teaching of the Three Vehicles.
['ZH_T45_1887B_01b:0731a16_14']	何故一道無有始終。	何故一道無有始終。	01b	Why is there one path without beginning or end?
['ZH_T45_1887B_01b:0731a17_2']	現示善巧無方。	現示善巧無方。	01b	It manifests skillful means without bounds.
['ZH_T45_1887B_01b:0731a17_7']	應稱法界。	應稱法界。	01b	It should be called the Dharma realm.
['ZH_T45_1887B_01b:0731a17_17']	十世相應圓融滿足故。	十世相應圓融滿足故。	01b	Because it is perfectly integrated with the ten time periods.
['ZH_T45_1887B_01b:0731a18_4']	即是義當圓教。	即是義當圓教。	01b	This corresponds to the perfect teaching.
['ZH_T45_1887B_01b:0731a18_12']	何故有四面四角。	何故有四面四角。	01b	Why are there four sides and four corners?
['ZH_T45_1887B_01b:0731a19_1']	彰四攝四無量故。	彰四攝四無量故。	01b	Because it manifests the four means of magnetizing and the four immeasurables.
['ZH_T45_1887B_01b:0731a19_11']	此義依三乘現一乘故。	此義依三乘現一乘故。	01b	This meaning is based on the Three Vehicles manifesting the One Vehicle.
['ZH_T45_1887B_01b:0731a19_16']	印相如是。	印相如是。	01b	The seal is like this.
['ZH_T45_1887B_01b:0731a20_8']	二問何故字中有始終耶。	二問何故字中有始終耶。	01b	Second question: Why are there a beginning and end in the characters?
['ZH_T45_1887B_01b:0731a20_15']	答約修行方便。	答約修行方便。	01b	Answer: In terms of the skillful means of practice,
['ZH_T45_1887B_01b:0731a21_3']	現因果不同故。	現因果不同故。	01b	it manifests the difference between cause and effect.
['ZH_T45_1887B_01b:0731a21_12']	何故字中多有屈曲。	何故字中多有屈曲。	01b	Why are there many twists and turns in the characters?
['ZH_T45_1887B_01b:0731a22_4']	現三乘根欲差別不同故。	現三乘根欲差別不同故。	01b	It manifests the different capacities and desires of the followers of the Three Vehicles.
['ZH_T45_1887B_01b:0731a22_15']	何故始終兩字安置當中。	何故始終兩字安置當中。	01b	Why are the two characters beginning and end placed in the middle?
['ZH_T45_1887B_01b:0731a23_15']	表因果兩位法性家內真實德用性在中道故。	表因果兩位法性家內真實德用性在中道故。	01b	It shows that the true virtues and functions of the nature of the Dharma realm are in the middle way.
['ZH_T45_1887B_01b:0731a24_1']	字相如是。	字相如是。	01b	The characteristics of the characters are like this.
['ZH_T45_1887B_01b:0731a24_18']	問上云因果不同而一家實德性在中道。	問上云因果不同而一家實德性在中道。	01b	Question: Above it is said that cause and effect are different, but the true virtue of the family is in the middle way.
['ZH_T45_1887B_01b:0731a25_4']	未知所由。	未知所由。	01b	I do not yet know the reason.
['ZH_T45_1887B_01b:0731a25_9']	其義云何。	其義云何。	01b	What is the meaning of this?
['ZH_T45_1887B_01b:0731a25_17']	答此義其實難解。	答此義其實難解。	01b	Answer: This meaning is actually difficult to understand.
['ZH_T45_1887B_01b:0731a26_5']	雖然依天親論主。	雖然依天親論主。	01b	Nevertheless, according to the main point of the treatise by Vasubandhu,
['ZH_T45_1887B_01b:0731a26_15']	以六相方便立義分齊。	以六相方便立義分齊。	01b	the scope of the doctrine is established by means of the six characteristics.
['ZH_T45_1887B_01b:0731a27_5']	准義道理隨分可解。	准義道理隨分可解。	01b	According to the principles of the doctrine, it can be understood to some extent.
['ZH_T45_1887B_01b:0731a27_10']	若約十句。	若約十句。	01b	If it is discussed in terms of the ten phrases,
['ZH_T45_1887B_01b:0731a27_15']	以辨六相。	以辨六相。	01b	the six characteristics are distinguished.
['ZH_T45_1887B_01b:0731a27_19', 'ZH_T45_1887B_01b:0731a28_5']	如下說。🔽今且約印像。	如下說。 今且約印像。	01b	As will be explained below.
['ZH_T45_1887B_01b:0731a28_10']	以明六相。	以明六相。	01b	Now, I will simply clarify the six characteristics by means of the seal and image,
['ZH_T45_1887B_01b:0731a29_4']	示一乘三乘主伴相成現法分齊。	示一乘三乘主伴相成現法分齊。	01b	demonstrating the scope of the present Dharma of the principal and accompanying aspects of the One Vehicle and the Three Vehicles.
['ZH_T45_1887B_01b:0731a29_10']	所謂六相者。	所謂六相者。	01b	The so-called six characteristics are:
['ZH_T45_1887B_01b:0731b01_4']	惣相別相同相異相成相壞相。	惣相別相同相異相成相壞相。	01b	The general characteristic, the specific characteristic, the common characteristic, the different characteristic, the characteristic of completion, and the characteristic of destruction.
['ZH_T45_1887B_01b:0731b01_8']	惣相者。	惣相者。	01b	The general characteristic is
['ZH_T45_1887B_01b:0731b01_12']	根本印。	根本印。	01b	the fundamental seal.
['ZH_T45_1887B_01b:0731b01_19']	別相者餘屈曲。	別相者餘屈曲。	01b	The specific characteristic is the remaining curvatures,
['ZH_T45_1887B_01b:0731b02_3']	別依止印。	別依止印。	01b	which rely on the seal.
['ZH_T45_1887B_01b:0731b02_8']	滿彼印故。	滿彼印故。	01b	Because they fulfill that seal.
['ZH_T45_1887B_01b:0731b02_12']	同相者。	同相者。	01b	The common characteristic is
['ZH_T45_1887B_01b:0731b02_15']	印故。	印故。	01b	because of the seal.
['ZH_T45_1887B_01b:0731b03_3']	所謂曲別而同印故。	所謂曲別而同印故。	01b	That is to say, the specific curvatures are the same because of the seal.
['ZH_T45_1887B_01b:0731b03_7']	異相者。	異相者。	01b	The different characteristic is
['ZH_T45_1887B_01b:0731b03_11']	增相故。	增相故。	01b	because of the increasing aspect.
