segmentnr	original	analyzed	translated
['T27n1545_007:0030c20_0']	阿毘達磨大毘婆沙論卷第七	阿毘達磨大毘婆沙論卷第七	Abhidharma-mahāvibhāṣā-śāstra, fascicle 7
['T27n1545_007:0030c22_0']	五百大阿羅漢等造	五百大阿羅漢等造	Composed by 500 great arhats and others
['T27n1545_007:0030c23_0', 'T27n1545_007:0030c25_16']	三藏法師玄奘奉　詔譯🔽6雜蘊第一中世第一法納息第一之六西方尊者以十七門分別此四如彼頌言。	三藏法師玄奘奉　詔譯 6雜蘊第一中世第一法納息第一之六西方尊者以十七門分別此四如彼頌言。	Translated by Tripiṭaka Master Xuanzang on imperial order🔽Intention, basis, cause, object, effect,
['T27n1545_007:0030c26_0']	意趣依因所緣果　　等流異熟及勝利	意趣依因所緣果　　等流異熟及勝利	Stream, maturation, and benefit
['T27n1545_007:0030c27_0']	行相二緣慧界定　　尋等根心退為後	行相二緣慧界定　　尋等根心退為後	Aspect, two conditions, wisdom, realm, concentration, initial thought, etc., faculties, mind, regression, and the last
['T27n1545_007:0030c28_6', 'T27n1545_007:0030c28_12']	問煖有何意趣。🔽答先所修集。	問煖有何意趣。 答先所修集。	Question: What is the intention of heat?
['T27n1545_007:0030c28_17']	一切善根。	一切善根。	Answer: The good roots that have been cultivated before,
['T27n1545_007:0030c29_3']	謂從布施。	謂從布施。	That is to say, from giving,
['T27n1545_007:0030c29_9']	乃至七處善。	乃至七處善。	Up to the good of the seven places,
['T27n1545_007:0030c29_16']	皆以迴向解脫。	皆以迴向解脫。	All of which are dedicated to liberation.
['T27n1545_007:0031a01_1']	是其意趣。	是其意趣。	This is its intention.
['T27n1545_007:0031a01_8']	問煖依何而起。	問煖依何而起。	Question: On what does heat depend to arise?
['T27n1545_007:0031a01_14']	答依自地定。	答依自地定。	Answer: It depends on the concentration of its own stage.
['T27n1545_007:0031a02_2']	問煖以何為因。	問煖以何為因。	Question: What is the cause of heat?
['T27n1545_007:0031a02_12']	答前生自地同類善根。	答前生自地同類善根。	Answer: The good roots of the same type that arose before in its own stage.
['T27n1545_007:0031a03_1']	問煖誰為所緣。	問煖誰為所緣。	Question: What is the object of heat?
['T27n1545_007:0031a03_6']	答四聖諦。	答四聖諦。	Answer: The four noble truths.
['T27n1545_007:0031a03_13']	問煖以何為果。	問煖以何為果。	Question: What is the effect of heat?
['T27n1545_007:0031a04_3']	答以頂為近士用果。	答以頂為近士用果。	Answer: It takes the summit as its proximate effect of human effort.
['T27n1545_007:0031a04_10']	問煖誰為等流。	問煖誰為等流。	Question: What is the stream of heat?
['T27n1545_007:0031a05_1']	答後生自地同類善根。	答後生自地同類善根。	Answer: It causes the arising of similar good roots in the same stage.
['T27n1545_007:0031a05_8']	問煖誰為異熟。	問煖誰為異熟。	Question: Who is the ripening of heat?
['T27n1545_007:0031a05_14', 'T27n1545_007:0031a05_20']	答色界五蘊。🔽問順決擇分。	答色界五蘊。 問順決擇分。	Answer: The five aggregates of the form realm.🔽Question: Can the factors conducive to penetration
['T27n1545_007:0031a06_8']	亦能牽引眾同分不。	亦能牽引眾同分不。	also attract the same kind of existence?
['T27n1545_007:0031a06_13']	有說不能。	有說不能。	Some say it cannot.
['T27n1545_007:0031a06_18']	所以者何。	所以者何。	Why is it so?
['T27n1545_007:0031a07_4']	厭背有故。	厭背有故。	Because it turns away from existence.
['T27n1545_007:0031a07_9']	謂此善根。	謂此善根。	That is to say, these good roots
['T27n1545_007:0031a07_18']	厭背諸有於眾同分。	厭背諸有於眾同分。	turn away from all kinds of existence and the same kind of existence.
['T27n1545_007:0031a08_8']	但能圓滿不能牽引。	但能圓滿不能牽引。	They can only perfect [the same kind of existence] but cannot attract it.
['T27n1545_007:0031a08_13']	有說亦能。	有說亦能。	Some say it can.
['T27n1545_007:0031a08_18']	謂此善根。	謂此善根。	That is to say, although these good roots
['T27n1545_007:0031a09_4']	雖厭背有。	雖厭背有。	turn away from existence,
['T27n1545_007:0031a09_9']	而能牽引。	而能牽引。	they can attract it.
['T27n1545_007:0031a09_14', 'T27n1545_007:0031a09_19']	隨順聖道。🔽眾同分果。	隨順聖道。 眾同分果。	The same kind of existence that accords with the noble path
['T27n1545_007:0031a10_8']	謂此所招眾同分果。	謂此所招眾同分果。	refers to the fruit of the same kind of existence that is attracted by it.
['T27n1545_007:0031a10_13']	增上熾盛。	增上熾盛。	It is greatly flourishing,
['T27n1545_007:0031a10_18']	微妙殊勝。	微妙殊勝。	subtle and supreme.
['T27n1545_007:0031a11_7']	無有災橫順勝善品。	無有災橫順勝善品。	There are no calamities or misfortunes that accord with the superior wholesome category.
['T27n1545_007:0031a11_14']	問煖有何勝利。	問煖有何勝利。	Question: What are the benefits of heat?
['T27n1545_007:0031a12_6']	答能與涅槃作決定因。	答能與涅槃作決定因。	Answer: It can serve as the definitive cause for nirvana.
['T27n1545_007:0031a12_15']	有說得煖定不斷善。	有說得煖定不斷善。	Some say that one who has attained heat definitely does not cut off good [roots].
['T27n1545_007:0031a13_4']	問煖有幾行相。	問煖有幾行相。	Question: How many aspects does heat have?
['T27n1545_007:0031a13_10']	答十六行相。	答十六行相。	Answer: It has sixteen aspects.
['T27n1545_007:0031a14_1']	問煖為緣名為緣義。	問煖為緣名為緣義。	Question: Is the heat stage a condition in terms of name or in terms of meaning?
['T27n1545_007:0031a14_7']	答名義俱緣。	答名義俱緣。	Answer: It is a condition in terms of both name and meaning.
['T27n1545_007:0031a14_14']	問煖為聞所成。	問煖為聞所成。	Question: Is the heat stage accomplished through hearing,
['T27n1545_007:0031a14_19', 'T27n1545_007:0031a15_4']	為思所成。🔽為修所成。	為思所成。 為修所成。	accomplished through thinking,🔽or accomplished through cultivation?
['T27n1545_007:0031a15_10']	答唯修所成。	答唯修所成。	Answer: It is only accomplished through cultivation.
['T27n1545_007:0031a15_17', 'T27n1545_007:0031a16_4']	問煖為欲界繫。🔽為色界繫。	問煖為欲界繫。 為色界繫。	Question: Is the heat stage bound to the desire realm,🔽bound to the form realm,
['T27n1545_007:0031a16_10']	為無色界繫。	為無色界繫。	or bound to the formless realm?
['T27n1545_007:0031a16_16', 'T27n1545_007:0031a17_3']	答唯色界繫。🔽問煖為在定。	答唯色界繫。 問煖為在定。	Answer: It is only bound to the form realm.🔽Question: Is the heat stage in concentration,
['T27n1545_007:0031a17_8']	為不在定。	為不在定。	or is it not in concentration?
['T27n1545_007:0031a17_13']	答唯在定。	答唯在定。	Answer: It is only in concentration.
['T27n1545_007:0031a18_3']	問煖為有尋有伺。	問煖為有尋有伺。	Question: Is the heat stage with investigation and analysis,
['T27n1545_007:0031a18_9']	為無尋唯伺。	為無尋唯伺。	without investigation but with analysis,
['T27n1545_007:0031a18_15']	為無尋無伺。	為無尋無伺。	or without investigation and without analysis?
