segmentnr	original	analyzed	translated
['T29n1558_029:0150b07_0', 'T29n1558_029:0150b09_0']	2阿毘達磨俱舍論卷第二十九🔽尊者世親造	2阿毘達磨俱舍論卷第二十九 尊者世親造	Composed by Venerable Vasubandhu
['T29n1558_029:0150b10_0']	三藏法師玄奘奉　詔譯	三藏法師玄奘奉　詔譯	Translated by Tripiṭaka Master Xuanzang on Imperial Order
['T29n1558_029:0150b12_17']	分別定品第八之二如是已說所依止定，當辯依定所起功德。	分別定品第八之二如是已說所依止定，當辯依定所起功德。	Chapter 8, Part 2: Distinguishing the Meritorious Qualities Arisen from the Meditative Absorptions in Dependence on the Meditative Absorptions, Having Thus Explained the Meditative Absorptions That Are the Basis, We Should Discuss the Meritorious Qualities That Arise in Dependence on the Meditative Absorptions.
['T29n1558_029:0150b13_8']	諸功德中先辯無量。	諸功德中先辯無量。	Among the Meritorious Qualities, We First Explain the Immeasurables.
['T29n1558_029:0150b13_11']	頌曰：	頌曰：	Verse:
['T29n1558_029:0150b14_0']	無量有四種，　　對治瞋等故，	無量有四種，　　對治瞋等故，	There Are Four Kinds of Immeasurables, Because They Counteract Hatred and So Forth.
['T29n1558_029:0150b15_13']	慈悲無瞋性，　　喜喜捨無貪。	慈悲無瞋性，　　喜喜捨無貪。	Loving-Kindness and Compassion Have the Nature of Non-Hatred, Joy Has Joy, and Equanimity Has Non-Greed.
['T29n1558_029:0150b16_0']	此行相如次，　　與樂及拔苦，	此行相如次，　　與樂及拔苦，	Their Modes of Activity Are, in Sequence, Bestowing Happiness, Delivering from Suffering,
['T29n1558_029:0150b17_13']	欣慰有情等，　　緣欲界有情。	欣慰有情等，　　緣欲界有情。	Rejoicing in Sentient Beings Being Equal, and Equanimity.
['T29n1558_029:0150b18_0']	喜初二靜慮，　　餘六或五十，	喜初二靜慮，　　餘六或五十，	Joy Is in the First Two Meditations, the Others Are in Six or Fifty.
['T29n1558_029:0150b19_13']	不能斷諸惑，　　人起定成三。	不能斷諸惑，　　人起定成三。	They Cannot Eliminate the Defilements, and Humans Generate Them. The Absorptions Definitely Accomplish Three.
['T29n1558_029:0150b20_2']	論曰：	論曰：	The Treatise States:
['T29n1558_029:0150b20_19']	無量有四，一慈、二悲、三喜、四捨。	無量有四，一慈、二悲、三喜、四捨。	There Are Four Immeasurables, Namely Loving-Kindness, Compassion, Joy, and Equanimity.
['T29n1558_029:0150b22_5']	言無量者，無量有情為所緣故、引無量福故、感無量果故。	言無量者，無量有情為所緣故、引無量福故、感無量果故。	As for the Immeasurables, They Take Immeasurable Sentient Beings as Objects, They Attract Immeasurable Merit, and They Evoke Immeasurable Fruits.
['T29n1558_029:0150b22_14']	此何緣故唯有四種？	此何緣故唯有四種？	Why are there only four?
['T29n1558_029:0150b23_5']	對治四種多行障故。	對治四種多行障故。	Because they are antidotes to the four kinds of obstacles.
['T29n1558_029:0150b23_10']	何謂四障？	何謂四障？	What are the four obstacles?
['T29n1558_029:0150b24_3']	謂諸瞋害、不欣慰、欲貪、瞋。	謂諸瞋害、不欣慰、欲貪、瞋。	They are anger and malice, lack of sympathy, sensual desire and hatred.
['T29n1558_029:0150b24_13']	治此如次，建立慈等。	治此如次，建立慈等。	They are established in order to counteract these.
['T29n1558_029:0150b25_7']	不淨與捨俱治欲貪，斯有何別？	不淨與捨俱治欲貪，斯有何別？	Impurity and equanimity both counteract sensual desire. What is the difference between them?
['T29n1558_029:0150b25_12']	毘婆沙說：	毘婆沙說：	The Vaibhāṣikas say:
['T29n1558_029:0150b26_10']	欲貪有二，一色、二婬，不淨與捨如次能治。	欲貪有二，一色、二婬，不淨與捨如次能治。	Sensual desire is twofold: desire for form and sexual desire. Impurity and equanimity are able to counteract them in order.
['T29n1558_029:0150b27_10']	理實不淨能治婬貪，餘親友貪捨能對治。	理實不淨能治婬貪，餘親友貪捨能對治。	In reality, impurity is able to counteract sexual desire, and equanimity is able to counteract desire for other things, such as friends.
