segmentnr	original	analyzed	translated
['T27n1545_038:0194c18_0']	阿毘達磨大毘婆沙論卷第三十	阿毘達磨大毘婆沙論卷第三十	Abhidharma-mahāvibhāṣā-śāstra, fascicle 30
['T27n1545_038:0194c19_0']	八	八	eight
['T27n1545_038:0194c21_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by 500 great arhats and others
['T27n1545_038:0194c24_7', 'T27n1545_038:0194c24_14']	三藏法師玄奘奉　詔譯5雜蘊第一中無慚愧納息第五之餘如契經說有五蓋。🔽為五蓋攝諸蓋。	三藏法師玄奘奉　詔譯5雜蘊第一中無慚愧納息第五之餘如契經說有五蓋。 為五蓋攝諸蓋。	tripiṭaka master Xuanzang respectfully received🔽whether the five hindrances encompass all hindrances,
['T27n1545_038:0194c25_7']	為諸蓋攝五蓋乃至廣說。	為諸蓋攝五蓋乃至廣說。	whether all hindrances encompass the five hindrances, and so forth.
['T27n1545_038:0194c25_14']	問何故作此論。	問何故作此論。	Question: Why was this treatise composed?
['T27n1545_038:0194c26_6']	答欲令疑者得決定故。	答欲令疑者得決定故。	Answer: In order to bring certainty to those who are doubtful.
['T27n1545_038:0194c26_14']	如契經說有五蓋。	如契經說有五蓋。	As it is said in the sūtras, there are five hindrances.
['T27n1545_038:0194c27_1']	一貪欲蓋。	一貪欲蓋。	First, the hindrance of sensual desire.
['T27n1545_038:0194c27_6']	二瞋恚蓋。	二瞋恚蓋。	Second, the hindrance of ill-will.
['T27n1545_038:0194c27_13']	三惛沈睡眠蓋。	三惛沈睡眠蓋。	Third, the hindrance of drowsiness and sleep.
['T27n1545_038:0194c27_20']	四掉舉惡作蓋。	四掉舉惡作蓋。	Fourth, the hindrance of restlessness and remorse.
['T27n1545_038:0194c28_3']	五疑蓋。	五疑蓋。	Fifth, the hindrance of doubt.
['T27n1545_038:0194c28_16']	或有生疑蓋唯有五無明非蓋。	或有生疑蓋唯有五無明非蓋。	Some may doubt that there are only five hindrances and ignorance is not a hindrance.
['T27n1545_038:0194c29_8']	欲令此疑得決定故。	欲令此疑得決定故。	In order to bring certainty to this doubt,
['T27n1545_038:0194c29_17']	顯五蓋外別有第六。	顯五蓋外別有第六。	it is shown that there is a sixth hindrance outside of the five hindrances,
['T27n1545_038:0195a01_4']	謂無明蓋。	謂無明蓋。	namely the hindrance of ignorance.
['T27n1545_038:0195a01_13', 'T27n1545_038:0195a02_2', 'T27n1545_038:0195a02_9']	由此因緣故作此論。🔽為五蓋攝諸蓋。🔽為諸蓋攝五蓋。	由此因緣故作此論。 為五蓋攝諸蓋。 為諸蓋攝五蓋。	For this reason, this treatise was composed.🔽Whether the five hindrances encompass all hindrances,🔽whether all hindrances encompass the five hindrances.
