segmentnr	original	analyzed	translated
['T27n1545_040:0205a03_0']	阿毘達磨大毘婆沙論卷第四十	阿毘達磨大毘婆沙論卷第四十	Abhidharma-mahāvibhāṣā-śāstra, fascicle 40
['T27n1545_040:0205a05_0']	五百大阿羅漢等造	五百大阿羅漢等造	Composed by 500 great arhats and others
['T27n1545_040:0205a06_0', 'T27n1545_040:0205a08_8']	三藏法師玄奘奉　詔譯🔽2雜蘊第一中無義納息第七之二云何名住對面念耶。	三藏法師玄奘奉　詔譯 2雜蘊第一中無義納息第七之二云何名住對面念耶。	Translated by Tripiṭaka master Xuanzang on imperial order
['T27n1545_040:0205a08_14']	答修觀行者。	答修觀行者。	Answer: The practitioner
['T27n1545_040:0205a09_1', 'T27n1545_040:0205a09_10']	繫念眉間。🔽或觀青瘀或觀膖脹。	繫念眉間。 或觀青瘀或觀膖脹。	Focuses the mind between the eyebrows.🔽Either observing blue and swollen, or observing bloated,
['T27n1545_040:0205a09_15']	或觀膿爛。	或觀膿爛。	Or observing pus and rot,
['T27n1545_040:0205a10_1']	或觀破壞。	或觀破壞。	Or observing destruction,
['T27n1545_040:0205a10_6']	或觀異赤。	或觀異赤。	Or observing abnormal redness,
['T27n1545_040:0205a10_11']	或觀被食。	或觀被食。	Or observing being eaten,
['T27n1545_040:0205a10_16', 'T27n1545_040:0205a11_1']	或觀分離。🔽或觀白骨。	或觀分離。 或觀白骨。	Or observing separation,🔽Or observing white bones,
['T27n1545_040:0205a11_6']	或觀骨鎖。	或觀骨鎖。	Or observing bone chains.
['T27n1545_040:0205a11_15']	此等名為住對面念。	此等名為住對面念。	These are called dwelling in the mindfulness of the face.
['T27n1545_040:0205a12_6']	問何緣繫念在眉間耶。	問何緣繫念在眉間耶。	Question: Why is the mind focused between the eyebrows?
['T27n1545_040:0205a12_12']	答修觀行者。	答修觀行者。	Answer: The practitioner
['T27n1545_040:0205a13_8']	先依此處生賢聖樂後漸遍身。	先依此處生賢聖樂後漸遍身。	First gives rise to the joy of the sages based on this place, and then gradually spreads it throughout the body.
['T27n1545_040:0205a13_17']	是故彼於眉間繫念。	是故彼於眉間繫念。	Therefore, they focus the mind between the eyebrows.
['T27n1545_040:0205a14_16']	如受欲者男女根處先生欲樂後漸遍身。	如受欲者男女根處先生欲樂後漸遍身。	Just as those who experience desire first give rise to sexual pleasure in the places of the male and female organs, and then it gradually spreads throughout the body.
['T27n1545_040:0205a15_4']	此亦如是。	此亦如是。	This is also like that.
['T27n1545_040:0205a15_9']	亦有本說。	亦有本說。	There is also an original explanation.
['T27n1545_040:0205a15_18']	繫念明闇明者謂眼。	繫念明闇明者謂眼。	Focusing the mind on light and darkness, light refers to the eyes.
['T27n1545_040:0205a16_8']	即說繫念在鼻按中。	即說繫念在鼻按中。	It is said to focus the mind on the tip of the nose.
['T27n1545_040:0205a16_13']	復有本說。	復有本說。	There is another original teaching.
['T27n1545_040:0205a16_18']	繫念髮際。	繫念髮際。	Focus the mind on the hairline.
['T27n1545_040:0205a17_4']	或有本說。	或有本說。	There is another original teaching.
['T27n1545_040:0205a17_9']	繫念鼻端。	繫念鼻端。	Focus the mind on the tip of the nose.
['T27n1545_040:0205a17_13']	有本說。	有本說。	There is another original teaching.
['T27n1545_040:0205a17_19']	住無貪俱念。	住無貪俱念。	Abide in the mindfulness associated with non-greed.
['T27n1545_040:0205a18_3']	此即說。	此即說。	This is said to be
['T27n1545_040:0205a18_10']	住奢摩他俱念。	住奢摩他俱念。	abiding in the mindfulness associated with śamatha.
['T27n1545_040:0205a18_14']	或有說。	或有說。	There is another teaching.
['T27n1545_040:0205a19_11']	住與明俱念此即說住毘鉢舍那俱念。	住與明俱念此即說住毘鉢舍那俱念。	Abiding in the mindfulness associated with clarity - this is said to be abiding in the mindfulness associated with vipaśyanā.
['T27n1545_040:0205a20_7']	修觀行者如是繫念在眉間等。	修觀行者如是繫念在眉間等。	The practitioner of meditation thus focuses the mind between the eyebrows, etc.
['T27n1545_040:0205a21_3']	觀察死屍青瘀等相即不淨觀。	觀察死屍青瘀等相即不淨觀。	Observing the signs of a corpse such as bluish-black discoloration, etc. is the contemplation of impurity.
['T27n1545_040:0205a22_8']	此中名為住對面念問何故此中但說不淨觀名對面念。	此中名為住對面念問何故此中但說不淨觀名對面念。	Here it is called abiding in the mindfulness facing. Why is it that here only the contemplation of impurity is called mindfulness facing,
['T27n1545_040:0205a23_1']	非持息念界差別觀耶。	非持息念界差別觀耶。	and not the mindfulness of breathing or the contemplation of distinctions in the elements?
['T27n1545_040:0205a24_1']	答此中亦應說持息念界差別觀名對面念。	答此中亦應說持息念界差別觀名對面念。	The answer is that here the mindfulness of breathing and the contemplation of distinctions in the elements should also be called mindfulness facing,
['T27n1545_040:0205a24_10']	而不說者是有餘說。	而不說者是有餘說。	but not being mentioned is an incomplete explanation.
['T27n1545_040:0205a25_2']	復次應知此中且說初觀。	復次應知此中且說初觀。	Furthermore, it should be known that here only the initial contemplation is mentioned.
['T27n1545_040:0205a25_11']	謂不淨觀是眾觀初。	謂不淨觀是眾觀初。	Namely, the contemplation of impurity is the beginning of many contemplations.
['T27n1545_040:0205a26_2']	應知說初即顯中後。	應知說初即顯中後。	It should be understood that the first [meditation] mentioned here includes the middle and last [meditations].
['T27n1545_040:0205a26_13']	復次應知此中就多分說。	復次應知此中就多分說。	Moreover, it should be understood that this is said based on the majority [of cases].
['T27n1545_040:0205a27_11']	謂修觀者多分依止不淨觀門趣入聖道。	謂修觀者多分依止不淨觀門趣入聖道。	That is to say, practitioners who cultivate meditation mostly enter the holy path by relying on the method of contemplation of impurity.
['T27n1545_040:0205a28_3']	非持息念界差別觀。	非持息念界差別觀。	Not by mindfulness of breathing or contemplation of the distinctions of the realms.
['T27n1545_040:0205a28_8']	是故偏說。	是故偏說。	Therefore, it is said in a biased manner.
['T27n1545_040:0205a28_17']	尊者妙音作如是說。	尊者妙音作如是說。	The Venerable Subhūti says:
['T27n1545_040:0205a29_12']	一切如理作意所引念皆名對面念。	一切如理作意所引念皆名對面念。	All mindfulness induced by proper attention is called mindfulness of the present.
['T27n1545_040:0205b01_1']	非唯不淨觀。	非唯不淨觀。	Not only the contemplation of impurity.
['T27n1545_040:0205b01_14']	然尊者迦多衍尼子隨順契經。	然尊者迦多衍尼子隨順契經。	However, the Venerable Kātyāyanīputra, in accordance with the sūtras,
['T27n1545_040:0205b02_6']	且說不淨觀名對面念。	且說不淨觀名對面念。	only speaks of the contemplation of impurity as mindfulness of the present.
['T27n1545_040:0205b02_11']	謂契經說。	謂契經說。	That is to say, the sūtras say:
['T27n1545_040:0205b02_16']	有諸苾芻。	有諸苾芻。	There are bhikṣus
['T27n1545_040:0205b03_6']	居阿練若或在樹下。	居阿練若或在樹下。	who dwell in the forest, under trees,
['T27n1545_040:0205b03_11']	或在靜室。	或在靜室。	or in quiet rooms.
['T27n1545_040:0205b04_7']	結加趺坐端身正願住對面念。	結加趺坐端身正願住對面念。	Sitting cross-legged, with body straight and mind focused, they dwell in mindfulness of the present.
['T27n1545_040:0205b05_3']	為斷貪欲離貪欲故心多安住。	為斷貪欲離貪欲故心多安住。	In order to cut off desire and be free from desire, their minds often abide [in meditation].
