segmentnr	original	analyzed	translated
['T27n1545_076:0391a02_0']	阿毘達磨大毘婆沙論卷第七十	阿毘達磨大毘婆沙論卷第七十	Abhidharma-mahāvibhāṣā-śāstra, fascicle 70
['T27n1545_076:0391a03_0']	六	六	six
['T27n1545_076:0391a05_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by 500 great arhats and others
['T27n1545_076:0391a08_4']	三藏法師玄奘奉　詔譯6結蘊第二中十門納息第四之六復有二法。	三藏法師玄奘奉　詔譯6結蘊第二中十門納息第四之六復有二法。	tripiṭaka master Xuanzang respectfully received
['T27n1545_076:0391a08_11']	謂有對無對法。	謂有對無對法。	means the dharmas with resistance and without resistance.
['T27n1545_076:0391a08_18']	問何故作此論。	問何故作此論。	Question: Why was this treatise composed?
['T27n1545_076:0391a09_9']	答為欲遮遣補特伽羅。	答為欲遮遣補特伽羅。	Answer: In order to refute the pudgala,
['T27n1545_076:0391a10_1']	及為顯示智殊勝故。	及為顯示智殊勝故。	and in order to reveal the excellence of wisdom.
['T27n1545_076:0391a10_11']	為欲遮遣補特伽羅者。	為欲遮遣補特伽羅者。	As for wanting to refute the pudgala,
['T27n1545_076:0391a11_4']	謂顯唯有有對無對法。	謂顯唯有有對無對法。	it means to show that there are only dharmas with resistance and without resistance,
['T27n1545_076:0391a11_13']	畢竟無實補特伽羅。	畢竟無實補特伽羅。	and that ultimately there is no real pudgala.
['T27n1545_076:0391a12_4']	及為顯示智殊勝者。	及為顯示智殊勝者。	As for wanting to reveal the excellence of wisdom,
['T27n1545_076:0391a12_13', 'T27n1545_076:0391a13_4']	謂有聰慧殊勝智者。🔽由此二法通達一切。	謂有聰慧殊勝智者。 由此二法通達一切。	it means that there are those with sharp wisdom and excellent knowledge,🔽who through these two dharmas penetrate everything,
['T27n1545_076:0391a13_13']	此二遍攝一切法故。	此二遍攝一切法故。	because these two encompass all dharmas.
['T27n1545_076:0391a14_6']	復次為止他宗顯正理故。	復次為止他宗顯正理故。	Moreover, in order to stop other schools and reveal the correct principle.
['T27n1545_076:0391a14_11']	謂或有執。	謂或有執。	It means that some hold the view,
['T27n1545_076:0391a15_10']	若與對俱說名有對不與對俱說名無對。	若與對俱說名有對不與對俱說名無對。	that if it is together with resistance it is called with resistance, and if it is not together with resistance it is called without resistance.
['T27n1545_076:0391a15_15']	若作是說。	若作是說。	If this is said,
['T27n1545_076:0391a16_6']	五識身等名為有對。	五識身等名為有對。	the five groups of consciousness, etc. are called with resistance.
['T27n1545_076:0391a16_15']	所依所緣俱對礙故。	所依所緣俱對礙故。	Because the basis and objects are both obstructed and hindered.
['T27n1545_076:0391a17_1']	或復有執。	或復有執。	Or there is another opinion:
['T27n1545_076:0391a17_10']	若與瞋俱說名有對。	若與瞋俱說名有對。	If it is said to be associated with anger, it is called obstructed.
['T27n1545_076:0391a18_2']	不與瞋俱說名無對。	不與瞋俱說名無對。	If it is not associated with anger, it is called unobstructed.
['T27n1545_076:0391a18_7']	若作是說。	若作是說。	If this is said,
['T27n1545_076:0391a19_1']	瞋相應品心心所法說名有對。	瞋相應品心心所法說名有對。	The mind and mental factors associated with anger are called obstructed.
['T27n1545_076:0391a19_14']	為止彼意顯有礙色說名有對。	為止彼意顯有礙色說名有對。	In order to stop that idea and show that hindered form is called obstructed,
['T27n1545_076:0391a20_5']	此所餘法說名無對。	此所餘法說名無對。	The remaining dharmas are called unobstructed.
['T27n1545_076:0391a20_14']	由此三緣故作斯論。	由此三緣故作斯論。	For these three reasons, this treatise is composed.
['T27n1545_076:0391a21_3']	問有對法云何。	問有對法云何。	Question: What are obstructed dharmas?
['T27n1545_076:0391a21_7', 'T27n1545_076:0391a21_13']	答十處。🔽謂五內色處。	答十處。 謂五內色處。	Answer: Ten sense bases,🔽namely the five internal form sense bases,
['T27n1545_076:0391a21_19']	及五外色處。	及五外色處。	and the five external form sense bases.
['T27n1545_076:0391a22_5']	問無對法云何。	問無對法云何。	Question: What are unobstructed dharmas?
['T27n1545_076:0391a22_9']	答二處。	答二處。	Answer: Two sense bases,
['T27n1545_076:0391a22_16']	謂意處及法處。	謂意處及法處。	namely the sense base of mind and the sense base of dharmas.
['T27n1545_076:0391a23_6']	問有對無對是何義耶。	問有對無對是何義耶。	Question: What is the meaning of obstructed and unobstructed?
['T27n1545_076:0391a23_17']	答諸極微積聚是有對義。	答諸極微積聚是有對義。	Answer: The meaning of obstructed is the accumulation of atoms.
['T27n1545_076:0391a24_8']	非極微積聚是無對義。	非極微積聚是無對義。	The meaning of unobstructed is not the accumulation of atoms.
['T27n1545_076:0391a25_1']	復次諸可分析是有對義。	復次諸可分析是有對義。	Furthermore, the meaning of obstructed is that which can be analyzed.
['T27n1545_076:0391a25_10']	不可分析是無對義。	不可分析是無對義。	The meaning of unobstructed is that which cannot be analyzed.
['T27n1545_076:0391a26_3']	復次諸可積集是有對義。	復次諸可積集是有對義。	Furthermore, the meaning of being obstructed is that which can be accumulated.
['T27n1545_076:0391a26_12']	不可積集是無對義。	不可積集是無對義。	The meaning of being unobstructed is that which cannot be accumulated.
['T27n1545_076:0391a27_5']	復次諸有障礙是有對義。	復次諸有障礙是有對義。	Furthermore, the meaning of being obstructed is that which is hindered.
['T27n1545_076:0391a27_14']	若無障礙是無對義。	若無障礙是無對義。	If it is not hindered, it is unobstructed.
['T27n1545_076:0391a28_7']	復次諸有形質是有對義。	復次諸有形質是有對義。	Furthermore, the meaning of being obstructed is that which has form.
['T27n1545_076:0391a28_16']	若無形質是無對義。	若無形質是無對義。	If it is formless, it is unobstructed.
['T27n1545_076:0391a29_5']	復次若能容受。	復次若能容受。	Furthermore, if it can accommodate
['T27n1545_076:0391a29_14']	及能障礙是有對義。	及能障礙是有對義。	and can hinder, it is obstructed.
['T27n1545_076:0391b01_10']	若不能容受及不能障礙是無對義。	若不能容受及不能障礙是無對義。	If it cannot accommodate and cannot hinder, it is unobstructed.
['T27n1545_076:0391b01_15']	脇尊者言。	脇尊者言。	Venerable Pārśva said:
['T27n1545_076:0391b02_6']	若可分析則可積集。	若可分析則可積集。	If it can be analyzed, then it can be accumulated.
['T27n1545_076:0391b02_15']	若可積集則有障礙。	若可積集則有障礙。	If it can be accumulated, then it is hindered.
['T27n1545_076:0391b03_6']	若有障礙則有形質。	若有障礙則有形質。	If it is hindered, then it has form.
['T27n1545_076:0391b04_1']	若有形質則能容受及能障礙。	若有形質則能容受及能障礙。	If it has form, then it can accommodate and can hinder.
['T27n1545_076:0391b04_14']	若能容受及能障礙是有對義。	若能容受及能障礙是有對義。	If it can accommodate and can hinder, it is obstructed.
['T27n1545_076:0391b05_4']	與上相違是無對義。	與上相違是無對義。	The opposite of the above is unobstructed.
['T27n1545_076:0391b05_13']	尊者世友作如是說。	尊者世友作如是說。	Venerable Vasumitra said:
['T27n1545_076:0391b06_8']	有細分相有障礙相是有對相。	有細分相有障礙相是有對相。	That which has a subtle division and that which has an obstructive aspect is an obstructed aspect.
['T27n1545_076:0391b07_4']	無細分相無障礙相是無對相。	無細分相無障礙相是無對相。	The characteristic of non-obstruction is the characteristic of non-resistance.
['T27n1545_076:0391b07_9']	大德說曰。	大德說曰。	The Venerable One said:
['T27n1545_076:0391b08_4']	若能容受及能障礙相是有對相。	若能容受及能障礙相是有對相。	If it can contain and obstruct, it has the characteristic of resistance.
['T27n1545_076:0391b09_2']	若不能容受及不能障礙是無對相。	若不能容受及不能障礙是無對相。	If it cannot contain and obstruct, it has the characteristic of non-resistance.
['T27n1545_076:0391b09_11']	尊者妙音作如是說。	尊者妙音作如是說。	The Venerable One Subhūti said:
['T27n1545_076:0391b10_4']	若可施設極微積聚性。	若可施設極微積聚性。	If it can be established as the nature of an accumulation of atoms,
['T27n1545_076:0391b10_10']	顯色長短性。	顯色長短性。	the nature of visible color, length, and shortness,
['T27n1545_076:0391b10_17', 'T27n1545_076:0391b11_2']	隨生音響性者。🔽是有對相。	隨生音響性者。 是有對相。	and the nature of sound arising from conditions,🔽it has the characteristic of resistance.
['T27n1545_076:0391b11_11']	與此相違是無對相。	與此相違是無對相。	The opposite of this is the characteristic of non-resistance.
['T27n1545_076:0391b12_2']	此中極微積聚性者。	此中極微積聚性者。	Among them, the nature of an accumulation of atoms refers to
['T27n1545_076:0391b12_8']	說八處顯色。	說八處顯色。	the eight sense bases of visible color.
['T27n1545_076:0391b12_16']	長短性者說色處。	長短性者說色處。	The nature of length and shortness refers to the sense base of form.
['T27n1545_076:0391b13_7']	隨生音響性者說聲處。	隨生音響性者說聲處。	The nature of sound arising from conditions refers to the sense base of sound.
['T27n1545_076:0391b13_16']	尊者世友作如是說。	尊者世友作如是說。	The Venerable One Vasumitra said:
['T27n1545_076:0391b14_11']	極微雜合積集住相是有對相。	極微雜合積集住相是有對相。	The characteristic of resistance is the characteristic of the accumulation and dwelling of atoms mixed together.
['T27n1545_076:0391b15_2']	與此相違是無對相。	與此相違是無對相。	The opposite of this is the characteristic of non-resistance.
['T27n1545_076:0391b15_11']	尊者覺天作如是說。	尊者覺天作如是說。	The Venerable One Asaṅga said:
['T27n1545_076:0391b16_5']	能據處所展轉相礙是有對相。	能據處所展轉相礙是有對相。	The characteristic of resistance is the mutual obstruction of things occupying the same space.
['T27n1545_076:0391b16_14']	與此相違是無對相。	與此相違是無對相。	The opposite of this is the characteristic of non-obstruction.
['T27n1545_076:0391b17_8']	應知有對總有三種。	應知有對總有三種。	One should know that there are three kinds of obstruction:
['T27n1545_076:0391b17_14']	一障礙有對。	一障礙有對。	1. Obstruction by hindrance,
['T27n1545_076:0391b18_1']	二境界有對。	二境界有對。	2. Obstruction by object,
['T27n1545_076:0391b18_7']	三所緣有對。	三所緣有對。	3. Obstruction by object-support.
['T27n1545_076:0391b18_13']	障礙有對者。	障礙有對者。	As for obstruction by hindrance,
['T27n1545_076:0391b20_1']	如以手擊手以手擊石以石擊石以石擊手以杵擊鍾。	如以手擊手以手擊石以石擊石以石擊手以杵擊鍾。	it is like hand striking hand, hand striking stone, stone striking stone, stone striking hand, hammer striking bell.
['T27n1545_076:0391b20_10']	此等展轉更相障礙。	此等展轉更相障礙。	These mutually obstruct each other.
['T27n1545_076:0391b21_1']	如是名為障礙有對。	如是名為障礙有對。	This is called obstruction by hindrance.
['T27n1545_076:0391b21_7']	境界有對者。	境界有對者。	As for obstruction by object,
['T27n1545_076:0391b22_7']	如眼根等諸有境法各於自境界有所拘礙。	如眼根等諸有境法各於自境界有所拘礙。	it is like the various dharmas with objects such as the eye faculty, each having obstruction in its own object-field.
['T27n1545_076:0391b22_16']	如是名為境界有對。	如是名為境界有對。	This is called obstruction by object.
['T27n1545_076:0391b23_4']	所緣有對者。	所緣有對者。	As for obstruction by object-support,
['T27n1545_076:0391b23_13']	如心心所有所緣法。	如心心所有所緣法。	it is like the mind and mental factors having dharmas as their object-support.
['T27n1545_076:0391b24_5']	各於自所緣有所拘礙。	各於自所緣有所拘礙。	Each has obstruction in its own object-support.
['T27n1545_076:0391b24_14']	如是名為所緣有對。	如是名為所緣有對。	This is called obstruction by object-support.
['T27n1545_076:0391b25_1']	如是三種。	如是三種。	These three kinds,
['T27n1545_076:0391b25_6']	有對法中。	有對法中。	among the dharmas with obstruction,
['T27n1545_076:0391b25_15']	此中但說障礙有對。	此中但說障礙有對。	herein only obstruction by hindrance is discussed.
['T27n1545_076:0391b26_5']	問障礙有對十色處中。	問障礙有對十色處中。	As for obstruction by hindrance, among the ten form sense-fields,
['T27n1545_076:0391b26_14']	幾處展轉有相礙義。	幾處展轉有相礙義。	How many places have the meaning of mutual obstruction?
['T27n1545_076:0391b27_1']	有作是說。	有作是說。	Some say:
['T27n1545_076:0391b27_10']	唯有觸處有相礙義。	唯有觸處有相礙義。	Only the tangible has the meaning of mutual obstruction.
['T27n1545_076:0391b28_5']	餘十一處無相礙義非所觸故。	餘十一處無相礙義非所觸故。	The other eleven do not have the meaning of mutual obstruction because they are not tangible.
['T27n1545_076:0391b28_10']	或有說者。	或有說者。	Some say:
['T27n1545_076:0391b29_1']	唯有五處有相礙義。	唯有五處有相礙義。	Only five places have the meaning of mutual obstruction.
['T27n1545_076:0391b29_10']	謂內處中唯有身處。	謂內處中唯有身處。	Among the internal places, only the body place.
['T27n1545_076:0391b29_19']	若外處中色香味觸。	若外處中色香味觸。	Among the external places, form, smell, taste, and touch.
['T27n1545_076:0391c01_4']	彼作是說。	彼作是說。	They say:
['T27n1545_076:0391c01_15']	若以手擊手即以五擊五。	若以手擊手即以五擊五。	If one strikes the hand with the hand, it is five striking five.
