segmentnr	original	analyzed	folio	translated
['ZH_T46_1912_06d:0350b16_0']	唐毘陵沙門湛然述	唐毘陵沙門湛然述	06d	Compiled by Monk Zhanran of Piling in the Tang Dynasty
['ZH_T46_1912_06d:0350b17_0']	第三正修中觀者。初文先舉難知難觀。	第三正修中觀者。初文先舉難知難觀。	06d	The third, the correct cultivation of the middle contemplation, first raises what is difficult to know and difficult to contemplate.
['ZH_T46_1912_06d:0350b18_0']	若云初心直令觀中。破細無明顯於實相。	若云初心直令觀中。破細無明顯於實相。	06d	If it is said that beginners should directly contemplate the middle and break through subtle ignorance to reveal the true aspect,
['ZH_T46_1912_06d:0350b19_8']	凡尚不識欲界無明。	凡尚不識欲界無明。	06d	ordinary people do not even recognize the ignorance of the desire realm.
['ZH_T46_1912_06d:0350b19_13']	故云懸絕。	故云懸絕。	06d	Therefore it is said to be suspended.
['ZH_T46_1912_06d:0350b20_4']	非前四眼二智所及。	非前四眼二智所及。	06d	It is not within the reach of the four eyes and two knowledges.
['ZH_T46_1912_06d:0350b20_13']	豈肉眼見情慮知耶。	豈肉眼見情慮知耶。	06d	How can it be seen by the physical eye or known by the mind?
['ZH_T46_1912_06d:0350b21_5']	文中隔字故云眼慮見知。	文中隔字故云眼慮見知。	06d	In the text, the word separate is used, so it says eyes, thoughts, seeing, and knowing.
['ZH_T46_1912_06d:0350b22_1']	二智四眼既未知見中道之理。	二智四眼既未知見中道之理。	06d	Since the two knowledges and four eyes do not yet know or see the principle of the middle way,
['ZH_T46_1912_06d:0350b22_10']	是故斥之非眼慮等。	是故斥之非眼慮等。	06d	Therefore it is rebuked as not being within the reach of the eyes, thoughts, etc.
['ZH_T46_1912_06d:0350b22_16']	例如下例釋。	例如下例釋。	06d	The following example is given as an analogy.
['ZH_T46_1912_06d:0350b23_16']	例易況難引難從易故以空假二觀況於中觀。	例易況難引難從易故以空假二觀況於中觀。	06d	The easy is used to illustrate the difficult, and the difficult is brought along with the easy. Therefore, the two contemplations of emptiness and provisional are used to illustrate the middle contemplation.
['ZH_T46_1912_06d:0350b24_6']	何但中道難觀。	何但中道難觀。	06d	Not only is the middle way difficult to contemplate,
['ZH_T46_1912_06d:0350b24_13']	二觀應知不易。	二觀應知不易。	06d	The two contemplations should be known to be not easy.
['ZH_T46_1912_06d:0350b25_4']	雖曰不易亦由觀成。	雖曰不易亦由觀成。	06d	Although it is said to be not easy, it is also due to the completion of contemplation.
['ZH_T46_1912_06d:0350b25_13']	故知中觀亦可例之。	故知中觀亦可例之。	06d	Therefore, it should be known that the middle contemplation can also be used as an analogy.
['ZH_T46_1912_06d:0350b26_1']	初舉真況云。	初舉真況云。	06d	First, the true is raised as an analogy, saying:
['ZH_T46_1912_06d:0350b26_6']	觀真之時。	觀真之時。	06d	When contemplating the true,
['ZH_T46_1912_06d:0350b26_15']	亦無色像方所可觀。	亦無色像方所可觀。	06d	There are also no forms or locations that can be observed.
['ZH_T46_1912_06d:0350b27_5']	但觀現在麁陰入心。	但觀現在麁陰入心。	06d	But observe the present coarse aggregates, sense bases, and mind.
['ZH_T46_1912_06d:0350b27_14']	止觀研窮三假四句。	止觀研窮三假四句。	06d	Investigate the three provisional and four statements.
['ZH_T46_1912_06d:0350b28_9']	漸生燸解發真無漏見真分明。	漸生燸解發真無漏見真分明。	06d	Gradually give rise to the understanding of heat and manifest true and uncontaminated insight into true clarity.
['ZH_T46_1912_06d:0350b28_14']	名真智發。	名真智發。	06d	This is called the manifestation of true wisdom.
['ZH_T46_1912_06d:0350b29_5']	如是所見良由觀陰。	如是所見良由觀陰。	06d	Such insight is due to observing the aggregates.
['ZH_T46_1912_06d:0350b29_11']	次以假況者。	次以假況者。	06d	Next, using analogy to illustrate.
['ZH_T46_1912_06d:0350c01_2']	恒沙佛法無量三昧。	恒沙佛法無量三昧。	06d	The Buddha's teachings as numerous as the sands of the Ganges and immeasurable samādhis.
['ZH_T46_1912_06d:0350c01_7']	云何可觀。	云何可觀。	06d	How can they be observed?
['ZH_T46_1912_06d:0350c01_16']	為發眼智但觀真空。	為發眼智但觀真空。	06d	In order to give rise to the wisdom of the eyes, only observe true emptiness.
['ZH_T46_1912_06d:0350c02_7']	於空心中漸思諸法。	於空心中漸思諸法。	06d	Gradually contemplate all dharmas in the empty mind.
['ZH_T46_1912_06d:0350c03_2']	諸法漸發漸深漸廣漸利漸明。	諸法漸發漸深漸廣漸利漸明。	06d	All dharmas gradually manifest, gradually deepen, gradually expand, gradually become sharp, and gradually become bright.
['ZH_T46_1912_06d:0350c03_11']	洞曉藥病種智開發。	洞曉藥病種智開發。	06d	Thoroughly understand the various dharmas and the wisdom of the various treatments is revealed.
['ZH_T46_1912_06d:0350c04_2']	故俗智發但由研真。	故俗智發但由研真。	06d	Therefore, the manifestation of worldly wisdom is only due to the investigation of truth.
['ZH_T46_1912_06d:0350c04_10']	今觀下正舉中觀。	今觀下正舉中觀。	06d	Now observing below, the correct middle way is raised.
['ZH_T46_1912_06d:0350c05_2']	例前二觀今使可觀。	例前二觀今使可觀。	06d	As an example of the previous two contemplations, now it is possible to observe.
['ZH_T46_1912_06d:0350c05_11']	但研二智漸見中理。	但研二智漸見中理。	06d	But by investigating the two wisdoms, one gradually sees the principle of the middle.
['ZH_T46_1912_06d:0350c05_14']	何者。	何者。	06d	What is it?
['ZH_T46_1912_06d:0350c06_5']	夫見中道須識無明。	夫見中道須識無明。	06d	To see the middle way, one must recognize ignorance.
['ZH_T46_1912_06d:0350c06_14']	二智之體既是無明。	二智之體既是無明。	06d	The essence of the two wisdoms is precisely ignorance.
['ZH_T46_1912_06d:0350c07_5']	以觀研之中理可顯。	以觀研之中理可顯。	06d	By observing and investigating the middle principle, it can be revealed.
['ZH_T46_1912_06d:0350c07_14']	即下三重觀法是也。	即下三重觀法是也。	06d	The three levels of contemplation below are it.
['ZH_T46_1912_06d:0350c08_5']	但觀二智體是無明。	但觀二智體是無明。	06d	But contemplate that the essence of the two knowledges is ignorance.
['ZH_T46_1912_06d:0350c08_14']	無明法性非一非異。	無明法性非一非異。	06d	The Dharma nature of ignorance is neither one nor different.
['ZH_T46_1912_06d:0350c09_1']	觀之不已。	觀之不已。	06d	Contemplate it without end.
['ZH_T46_1912_06d:0350c09_10']	自然雙亡自然雙照。	自然雙亡自然雙照。	06d	Naturally both forgotten and naturally both illuminated.
['ZH_T46_1912_06d:0350c09_15']	如此竪說。	如此竪說。	06d	Speaking like this vertically,
['ZH_T46_1912_06d:0350c10_1']	中尚非遙。	中尚非遙。	06d	The middle is still not far away.
['ZH_T46_1912_06d:0350c10_10']	況觀陰入一切皆實。	況觀陰入一切皆實。	06d	How much more so when contemplating the aggregates and sense-fields, all of which are real.
['ZH_T46_1912_06d:0350c11_1']	故知二智能破所破。	故知二智能破所破。	06d	Therefore, know that the two knowledges that can destroy what is to be destroyed,
