segmentnr	original	analyzed	translated
['T27n1545_092:0473b07_0']	阿毘達磨大毘婆沙論卷第九十	阿毘達磨大毘婆沙論卷第九十	Abhidharma-mahāvibhāṣā-śāstra, fascicle 90
['T27n1545_092:0473b08_0']	二	二	two
['T27n1545_092:0473b10_0']	五百大阿羅漢等造	五百大阿羅漢等造	composed by 500 great arhats and others
['T27n1545_092:0473b13_7']	三藏法師玄奘奉　詔譯22結蘊第二中十門納息第四之二十二眼根乃至無色界。	三藏法師玄奘奉　詔譯22結蘊第二中十門納息第四之二十二眼根乃至無色界。	tripiṭaka master Xuanzang respectfully received
['T27n1545_092:0473b13_17']	修所斷無明隨眠斷道。	修所斷無明隨眠斷道。	the path of severing the latent tendencies of ignorance that are to be eliminated by cultivation
['T27n1545_092:0473b14_5']	緣識及緣緣識。	緣識及緣緣識。	the consciousness that takes it as object and the consciousness that takes that consciousness as object
['T27n1545_092:0473b14_13']	誰成就誰不成就。	誰成就誰不成就。	who possesses which and who does not possess which
['T27n1545_092:0473b14_19']	答眼根斷道。	答眼根斷道。	answer: the path of severing the eye faculty
['T27n1545_092:0473b15_6']	緣識及緣緣識。	緣識及緣緣識。	the consciousness that takes it as object and the consciousness that takes that consciousness as object
['T27n1545_092:0473b15_14']	一切有情皆成就。	一切有情皆成就。	all sentient beings possess it
['T27n1545_092:0473b16_11']	耳鼻舌身命意樂喜捨信等五根斷道。	耳鼻舌身命意樂喜捨信等五根斷道。	the path of severing the ear, nose, tongue, body, life, mind, joy, pleasure, and equanimity faculties, and the five faculties such as faith
['T27n1545_092:0473b17_2']	緣識及緣緣識亦爾。	緣識及緣緣識亦爾。	the consciousness that takes it as object and the consciousness that takes that consciousness as object are also like this
['T27n1545_092:0473b17_12']	女根斷道緣識欲色界。	女根斷道緣識欲色界。	the path of severing the female faculty takes the consciousness of the desire and form realms
['T27n1545_092:0473b18_3']	及聖者生無色界成就。	及聖者生無色界成就。	and noble ones born in the formless realm as its object and possesses it
['T27n1545_092:0473b18_13']	異生生無色界不成就。	異生生無色界不成就。	ordinary beings born in the formless realm do not possess it
['T27n1545_092:0473b19_7']	此緣緣識一切有情皆成就。	此緣緣識一切有情皆成就。	the consciousness that takes that as its object and the consciousness that takes that consciousness as its object are all possessed by sentient beings
['T27n1545_092:0473b19_14']	男苦憂根斷道。	男苦憂根斷道。	the path of severing the male, suffering, and sorrow faculties
['T27n1545_092:0473b20_4']	緣識及緣緣識亦爾。	緣識及緣緣識亦爾。	the consciousness that takes it as object and the consciousness that takes that consciousness as its object are also like this
['T27n1545_092:0473b20_13']	通餘章義准此應知。	通餘章義准此應知。	the meaning of the remaining chapters should be understood by analogy with this
['T27n1545_092:0473b21_12']	眼根乃至無色界修所斷無明隨眠斷道。	眼根乃至無色界修所斷無明隨眠斷道。	The path of abandoning the latent afflictions of the eye faculty up to the latent afflictions of the formless realm to be eliminated by cultivation,
['T27n1545_092:0473b22_5']	緣識及緣緣識所增隨眠。	緣識及緣緣識所增隨眠。	the associated latent afflictions that increase due to the perceiving consciousness and the object-perceiving consciousness,
['T27n1545_092:0473b22_13']	誰成就誰不成就。	誰成就誰不成就。	who possesses which, and who does not possess which.
['T27n1545_092:0473b22_19', 'T27n1545_092:0473b23_6']	答眼根斷道。🔽緣識及緣緣識。	答眼根斷道。 緣識及緣緣識。	The answer is: The path of abandoning the eye faculty,
['T27n1545_092:0473b23_11', 'T27n1545_092:0473b24_2']	所增隨眠。🔽未離無色界染成就。	所增隨眠。 未離無色界染成就。	the associated latent afflictions that increase due to the perceiving consciousness and the object-perceiving consciousness,🔽the latent afflictions that increase🔽are possessed by those who have not yet eliminated the afflictions of the formless realm,
['T27n1545_092:0473b24_12']	已離無色界染不成就。	已離無色界染不成就。	and are not possessed by those who have already eliminated the afflictions of the formless realm.
['T27n1545_092:0473b25_9']	耳鼻舌身命意樂喜捨信等五根斷道。	耳鼻舌身命意樂喜捨信等五根斷道。	The path of abandoning the ear, nose, tongue, body, life, mind, joy, pleasure, and equanimity faculties,
['T27n1545_092:0473b26_3']	緣識及緣緣識所增隨眠亦爾。	緣識及緣緣識所增隨眠亦爾。	the associated latent afflictions that increase due to the perceiving consciousness and the object-perceiving consciousness are also like this.
['T27n1545_092:0473b26_14', 'T27n1545_092:0473b27_3']	女根斷道緣識所增隨眠。🔽未離色界染成就。	女根斷道緣識所增隨眠。 未離色界染成就。	The latent afflictions that increase due to the perceiving consciousness of the path of abandoning the female faculty,🔽are possessed by those who have not yet eliminated the afflictions of the form realm,
['T27n1545_092:0473b27_12']	已離色界染不成就。	已離色界染不成就。	and are not possessed by those who have already eliminated the afflictions of the form realm.
