segmentnr	original	analyzed	folio	translated
['ZH_T06_0220b_305:0552c06_0']	大般若波羅蜜多經卷第三百五	大般若波羅蜜多經卷第三百五	305	Mahāprajñāpāramitā-sūtra, Scroll 305
['ZH_T06_0220b_305:0552c08_0']	三藏法師玄奘奉　詔譯	三藏法師玄奘奉　詔譯	305	Translated by Tripiṭaka Master Xuanzang on Imperial Order
['ZH_T06_0220b_305:0552c09_0']	41 佛母品 1初分佛母品第四十一之一	41 佛母品 1初分佛母品第四十一之一	305	Chapter on the Mother of the Buddha
['ZH_T06_0220b_305:0552c10_2']	佛言：	佛言：	305	The Buddha said:
['ZH_T06_0220b_305:0552c10_6']	「善現！	「善現！	305	Subhūti!
['ZH_T06_0220b_305:0552c12_12']	譬如女人生育諸子，若五、若十、二十、三十、四十、五十、或百、或千，其母得病，諸子各各勤求醫療，作是念言：	譬如女人生育諸子，若五、若十、二十、三十、四十、五十、或百、或千，其母得病，諸子各各勤求醫療，作是念言：	305	It is like a woman who gives birth to many children, perhaps five, ten, twenty, thirty, forty, fifty, or even a hundred or a thousand. If the mother becomes ill, the children will each diligently seek medical treatment, thinking:
['ZH_T06_0220b_305:0552c13_17']	『云何我母當得無病、長壽安樂、身無眾苦、心離愁憂？	『云何我母當得無病、長壽安樂、身無眾苦、心離愁憂？	305	'How can our mother become free from illness, live a long life, be happy, have no physical suffering, and have a peaceful mind?'
['ZH_T06_0220b_305:0552c16_11']	』諸子爾時各作方便，求安樂具覆護母身，勿為蚊虻、蛇蝎、寒熱、飢渴等觸之所侵惱，又以種種上妙樂具，恭敬供養而作是言：	』諸子爾時各作方便，求安樂具覆護母身，勿為蚊虻、蛇蝎、寒熱、飢渴等觸之所侵惱，又以種種上妙樂具，恭敬供養而作是言：	305	At that time, the children will each employ skillful means to seek comfortable living conditions to protect their mother's body, not allowing her to be harmed by mosquitoes, gadflies, snakes, scorpions, cold, heat, hunger, thirst, and other irritants. They will also respectfully make offerings to her with various excellent and wonderful things, saying:
['ZH_T06_0220b_305:0552c17_19']	『我母慈悲，生育我等，教示種種世間事務，我等豈得不報母恩？	『我母慈悲，生育我等，教示種種世間事務，我等豈得不報母恩？	305	'Our mother is compassionate, gave birth to us, and taught us various worldly affairs. How could we not repay our mother's kindness?'
['ZH_T06_0220b_305:0552c18_2']	』善現！	』善現！	305	Subhūti!
