segmentnr	original	analyzed	translated
['T27n1545_186:0930a12_0']	阿毘達磨大毘婆沙論卷第一百	阿毘達磨大毘婆沙論卷第一百	Abhidharma-mahāvibhāṣā-śāstra, fascicle 100🔽
['T27n1545_186:0930a13_0']	八十六	八十六	Abhidharma-mahāvibhāṣā-śāstra, fascicle 186
['T27n1545_186:0930a15_0', 'T27n1545_186:0930a18_17']	五百大阿羅漢等造🔽三藏法師玄奘奉　詔譯4定蘊第七中一行納息第五之四諸不定彼一切非聰慧無明趣耶乃至廣說。	五百大阿羅漢等造 三藏法師玄奘奉　詔譯4定蘊第七中一行納息第五之四諸不定彼一切非聰慧無明趣耶乃至廣說。	Composed by 500 great arhats and others🔽Tripiṭaka master Xuanzang respectfully received
['T27n1545_186:0930a19_6']	問何故作此論。	問何故作此論。	Question: Why was this treatise composed?
['T27n1545_186:0930a19_16']	答為欲分別契經義故。	答為欲分別契經義故。	Answer: In order to analyze the meaning of the sūtras.
['T27n1545_186:0930a20_3']	如契經說。	如契經說。	As the sūtras say:
['T27n1545_186:0930a20_13']	諸有情類有定有不定。	諸有情類有定有不定。	Among sentient beings, some are fixed, some are unfixed.
['T27n1545_186:0930a21_1']	有聰慧明趣。	有聰慧明趣。	Some have the bright path of sharp wisdom,
['T27n1545_186:0930a21_9']	有非聰慧無明趣。	有非聰慧無明趣。	Some do not have the bright path of dull wisdom.
['T27n1545_186:0930a22_4']	雖作是說而不分別相攝差別。	雖作是說而不分別相攝差別。	Although this is said, the distinctions in inclusion are not analyzed.
['T27n1545_186:0930a22_14']	彼經是此論所依根本。	彼經是此論所依根本。	That sūtra is the fundamental basis of this treatise.
['T27n1545_186:0930a23_5']	彼所不說者今盡應說。	彼所不說者今盡應說。	What is not explained there should all be explained now.
['T27n1545_186:0930a23_10']	故作斯論。	故作斯論。	Therefore, this treatise is composed.
['T27n1545_186:0930a24_6']	問諸不定彼一切非聰慧無明趣耶。	問諸不定彼一切非聰慧無明趣耶。	Question: Are all those who are unfixed not of the dull wisdom and dark path?
['T27n1545_186:0930a25_2']	答諸不定彼一切非聰慧無明趣。	答諸不定彼一切非聰慧無明趣。	Answer: All those who are unfixed are not of the dull wisdom and dark path.
['T27n1545_186:0930a25_14']	有非聰慧無明趣而非不定。	有非聰慧無明趣而非不定。	There are those who are of the dull wisdom and dark path but are not unfixed.
['T27n1545_186:0930a25_18']	謂邪定。	謂邪定。	Namely, those of wrong fixation.
